Color! java.awt.Color[r=119,g=122,b=127]
Color! java.awt.Color[r=124,g=127,b=134]
Color! java.awt.Color[r=113,g=116,b=123]
Color! java.awt.Color[r=96,g=99,b=106]
Color! java.awt.Color[r=92,g=95,b=102]
Color! java.awt.Color[r=88,g=93,b=99]
Color! java.awt.Color[r=89,g=94,b=100]
Color! java.awt.Color[r=85,g=92,b=98]
Color! java.awt.Color[r=88,g=95,b=101]
Color! java.awt.Color[r=112,g=119,b=125]
Color! java.awt.Color[r=111,g=118,b=124]
Color! java.awt.Color[r=107,g=114,b=120]
Color! java.awt.Color[r=97,g=104,b=112]
Color! java.awt.Color[r=96,g=103,b=111]
Color! java.awt.Color[r=81,g=88,b=94]
Color! java.awt.Color[r=73,g=80,b=86]
Color! java.awt.Color[r=76,g=83,b=91]
Color! java.awt.Color[r=103,g=110,b=118]
Color! java.awt.Color[r=78,g=85,b=93]
Color! java.awt.Color[r=87,g=96,b=101]
Color! java.awt.Color[r=99,g=108,b=113]
Color! java.awt.Color[r=121,g=130,b=135]
Color! java.awt.Color[r=141,g=150,b=155]
Color! java.awt.Color[r=138,g=147,b=152]
Color! java.awt.Color[r=136,g=147,b=149]
Color! java.awt.Color[r=134,g=145,b=147]
Color! java.awt.Color[r=135,g=147,b=147]
Color! java.awt.Color[r=142,g=154,b=152]
Color! java.awt.Color[r=137,g=149,b=145]
Color! java.awt.Color[r=126,g=141,b=138]
Color! java.awt.Color[r=129,g=144,b=141]
Color! java.awt.Color[r=133,g=148,b=145]
Color! java.awt.Color[r=143,g=155,b=153]
Color! java.awt.Color[r=145,g=160,b=157]
Color! java.awt.Color[r=141,g=156,b=153]
Color! java.awt.Color[r=135,g=151,b=148]
Color! java.awt.Color[r=136,g=152,b=149]
Color! java.awt.Color[r=136,g=155,b=149]
Color! java.awt.Color[r=139,g=158,b=152]
Color! java.awt.Color[r=131,g=150,b=144]
Color! java.awt.Color[r=129,g=148,b=142]
Color! java.awt.Color[r=131,g=150,b=146]
Color! java.awt.Color[r=142,g=161,b=157]
Color! java.awt.Color[r=133,g=152,b=148]
Color! java.awt.Color[r=142,g=161,b=155]
Color! java.awt.Color[r=137,g=158,b=153]
Color! java.awt.Color[r=134,g=155,b=150]
Color! java.awt.Color[r=135,g=156,b=151]
Color! java.awt.Color[r=142,g=163,b=156]
Color! java.awt.Color[r=138,g=159,b=152]
Color! java.awt.Color[r=136,g=157,b=150]
Color! java.awt.Color[r=148,g=169,b=162]
